Symbol,Company Name,Price,PrevDayClose,ChangeInPercentage,volumn
NSE:IEX,Indian Energy Exchange Limited,795.45,793.1,0.3,6502522
NSE:INTELLECT,Intellect Design Arena Limited,711.6,706.3,0.75,234129
NSE:ORCHPHARMA,Orchid Pharma Limited,NaN,NaN,NaN,NaN
NSE:TIMKEN,Timken India Limited,1812.7,1843.6,-1.68,17800
NSE:JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,1797.2,1799.85,-0.15,516152
NSE:CARBORUNIV,Carborundum Universal Limited,900,883.1,1.91,104844
NSE:SFL,Sheela Foam Limited,2434.75,2460.35,-1.04,20882
NSE:CENTRALBK,Central Bank of India,23.65,23.2,1.94,8364582
NSE:CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,383.75,383.35,0.1,581085
NSE:MOTILALOFS,Motilal Oswal Financial Services Limited,909.05,906.55,0.28,208249
NSE:IBULHSGFIN,Indiabulls Housing Finance Limited,247.75,237.5,4.32,12752358
NSE:GALAXYSURF,Galaxy Surfactants Limited,3419.9,3404.45,0.45,18124
NSE:SHRIRAMCIT,Shriram City Union Finance Limited,2246,2188.75,2.62,44011
NSE:BLUESTARCO,Blue Star Limited,921,914.85,0.67,47562
NSE:BASF,BASF India Limited,3648.4,3587.75,1.69,131637
NSE:CGPOWER,CG Power and Industrial Solutions Limited,124.15,118.25,4.99,522045
NSE:RATNAMANI,Ratnamani Metals & Tubes Limited,2222,2211.35,0.48,9470
NSE:DHANI,Dhani Services Limited,213.15,192.45,10.76,9911165
NSE:SYMPHONY,Symphony Limited,1090,1072.4,1.64,59901
NSE:HUDCO,Housing & Urban Development Corporation Limited,45.65,44.85,1.78,7043301
NSE:KIOCL,KIOCL Limited,294.9,285.4,3.33,167856
NSE:NBCC,NBCC (India) Limited,49.4,48.45,1.96,9979592
NSE:NH,Narayana Hrudayalaya Ltd.,525.35,514.8,2.05,108263
NSE:ERIS,Eris Lifesciences Limited,829.4,818.4,1.34,250625
NSE:CANFINHOME,Can Fin Homes Limited,705,699.5,0.79,1108342
NSE:ROUTE,ROUTE MOBILE LIMITED,2255,2223.1,1.43,245803
NSE:WELSPUNIND,Welspun India Limited,160,160.9,-0.56,1456553
NSE:JMFINANCIL,JM Financial Limited,94.75,93.95,0.85,1841197
NSE:DBL,Dilip Buildcon Limited,688,696.1,-1.16,479767
NSE:HAPPSTMNDS,Happiest Minds Technologies Limited,1418,1410.3,0.55,150447
NSE:FSL,Firstsource Solutions Limited,215.55,217.6,-0.94,3789085
NSE:FINPIPE,Finolex Industries Limited,229.9,228.3,0.7,451062
NSE:POLYMED,Poly Medicure Limited,969.6,992.55,-2.31,119098
NSE:CESC,CESC Limited,95.25,93.75,1.6,4720757
NSE:DCMSHRIRAM,DCM Shriram Limited,1188.5,1191.1,-0.22,71245
NSE:BBTC,Bombay Burmah Trading Corporation Limited,1152.85,1153.6,-0.07,44378
NSE:STLTECH,Sterlite Technologies Limited,281.7,282.6,-0.32,760960
NSE:STAR,Strides Pharma Science Limited,581.95,592.65,-1.81,537776
NSE:IDFC,IDFC Limited,55.3,54.2,2.03,5859409
NSE:ASAHIINDIA,Asahi India Glass Limited,383.95,370.75,3.56,233256
NSE:ASTRAZEN,AstraZeneca Pharma India Limited,3110,3150.95,-1.3,12940
NSE:GRANULES,Granules India Limited,326.3,328.4,-0.64,1287186
NSE:RADICO,Radico Khaitan Limited,1119.9,1095.3,2.25,371503
NSE:VTL,Vardhman Textiles Limited,2047,2033.05,0.69,48762
NSE:EPL,EPL Limited,229.85,231.95,-0.91,953539
NSE:PVR,PVR Limited,1723,1713.8,0.54,540382
NSE:REDINGTON,Redington (India) Limited,151.05,153.25,-1.44,2480098
NSE:UTIAMC,UTI Asset Management Company Limited,1102.45,1102.7,-0.02,136998
NSE:KPRMILL,K.P.R. Mill Limited,480.4,471.95,1.79,294711
NSE:BIRLACORPN,Birla Corporation Limited,1429.55,1426.7,0.2,67799
NSE:LAXMIMACH,Lakshmi Machine Works Limited,9169,9032.8,1.51,29566
NSE:JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,2215,2210.65,0.2,6045
NSE:TRIDENT,Trident Limited,40.35,38.45,4.94,20672713
NSE:CYIENT,Cyient Limited,1191,1159.8,2.69,1436794
NSE:CENTURYPLY,Century Plyboards (India) Limited,549.9,528.9,3.97,302147
NSE:BSOFT,BIRLASOFT LIMITED,429.65,430.2,-0.13,1525094
NSE:KALYANKJIL,Kalyan Jewellers India Limited,78.4,78.8,-0.51,2291693
NSE:FINEORG,Fine Organic Industries Limited,3478.65,3420.5,1.7,43009
NSE:NLCINDIA,NLC India Limited,76.2,77.8,-2.06,12225457
NSE:ASTERDM,Aster DM Healthcare Limited,204.6,207.95,-1.61,475631
NSE:EQUITASBNK,Equitas Small Finance Bank Limited,67.85,66.7,1.72,2917982
NSE:CDSL,Central Depository Services (India) Limited,1391,1398.6,-0.54,194846
NSE:MRPL,Mangalore Refinery and Petrochemicals Limited,52.3,52,0.58,1905930
NSE:CGCL,Capri Global Capital Limited,512.1,519.65,-1.45,19768
NSE:PNCINFRA,PNC Infratech Limited,371.95,377.5,-1.47,214431
NSE:ORIENTELEC,Orient Electric Limited,338.3,337.2,0.33,200346
NSE:PRSMJOHNSN,Prism Johnson Limited,123.95,123.9,0.04,198387
NSE:AARTIDRUGS,Aarti Drugs Limited,629.95,624.6,0.86,172752
NSE:TEAMLEASE,Teamlease Services Limited,4936.1,4982.45,-0.93,12783
NSE:MMTC,MMTC Limited,50.2,47.1,6.58,11178173
NSE:FLUOROCHEM,Gujarat Fluorochemicals Limited,2089.2,2079.95,0.44,147784
NSE:INFIBEAM,Infibeam Avenues Limited,51.6,51.7,-0.19,8572789
NSE:PNBHOUSING,PNB Housing Finance Limited,606.75,638.65,-4.99,64387
NSE:CEATLTD,CEAT Limited,1363,1355.95,0.52,124020
NSE:GMMPFAUDLR,GMM Pfaudler Limited,4666.5,4687.7,-0.45,24171
NSE:SUNCLAYLTD,Sundaram Clayton Limited,3726.05,3671.95,1.47,5082
NSE:ZENSARTECH,Zensar Technologies Limited,508.95,508.35,0.12,635542
NSE:MAHINDCIE,Mahindra CIE Automotive Limited,269.9,250.55,7.72,1671511
NSE:BDL,Bharat Dynamics Limited,410.45,390.95,4.99,804283
NSE:RVNL,Rail Vikas Nigam Limited,32.25,30.65,5.22,12899791
NSE:ELGIEQUIP,Elgi Equipments Limited,202.75,204.6,-0.9,115824
NSE:KNRCON,KNR Constructions Limited,308.7,306.45,0.73,364799
NSE:SEQUENT,Sequent Scientific Limited,215.85,220.65,-2.18,461244
NSE:VAKRANGEE,Vakrangee Limited,43.55,44.3,-1.69,3841132
NSE:EDELWEISS,Edelweiss Financial Services Limited,81.2,79.65,1.95,4897977
NSE:BRIGADE,Brigade Enterprises Limited,454.55,461.95,-1.6,176337
NSE:FINCABLES,Finolex Cables Limited,495.1,490.55,0.93,112128
NSE:EIHOTEL,EIH Limited,143.85,141.85,1.41,900293
NSE:POWERINDIA,ABB Power Products and Systems India Limited,2680.4,2618.4,2.37,93572
NSE:RITES,RITES Limited,286.25,284.1,0.76,243312
NSE:SIS,SIS LIMITED,492.7,506.95,-2.81,175266
NSE:TATASTLBSL,Tata Steel Bsl Limited,93.55,90.25,3.66,2836448
NSE:BALAMINES,Balaji Amines Limited,4487,4464.7,0.5,22118
NSE:HEG,HEG Limited,2465,2360.25,4.44,137853
NSE:AVANTIFEED,Avanti Feeds Limited,554.8,570.2,-2.7,209761
NSE:EIDPARRY,EID Parry India Limited,501.5,484.95,3.41,762530
NSE:KALPATPOWR,Kalpataru Power Transmission Limited,436.35,443.45,-1.6,357812
NSE:VMART,V-Mart Retail Limited,4479.6,4325.65,3.56,41027
NSE:ROSSARI,Rossari Biotech Limited,1523.15,1527.45,-0.28,37693
NSE:SONATSOFTW,Sonata Software Limited,918.95,934.5,-1.66,122598
NSE:JUSTDIAL,Just Dial Limited,913.5,935.05,-2.3,608482
NSE:HEIDELBERG,HeidelbergCement India Limited,258.5,255.35,1.23,149717
NSE:GARFIBRES,Garware Technical Fibres Limited,3776.75,3842.8,-1.72,18776
NSE:UJJIVANSFB,Ujjivan Small Finance Bank Limited,23.25,22.4,3.79,5313108
NSE:TATAINVEST,Tata Investment Corporation Limited,1668.35,1668.75,-0.02,150479
NSE:VSTIND,VST Industries Limited,3835,3751.7,2.22,23845
NSE:BEML,BEML Limited,1659.95,1659.7,0.02,571083
NSE:CENTURYTEX,Century Textiles & Industries Limited,940.6,962.65,-2.29,327013
NSE:INDIACEM,The India Cements Limited,220.9,214.4,3.03,8368302
NSE:SCI,Shipping Corporation Of India Limited,142.25,142,0.18,2979791
NSE:JKLAKSHMI,JK Lakshmi Cement Limited,626,631.25,-0.83,184626
NSE:CERA,Cera Sanitaryware Limited,6198.55,5606.6,10.56,81914
NSE:JYOTHYLAB,Jyothy Labs Limited,163.05,162.35,0.43,544605
NSE:VIPIND,VIP Industries Limited,570.2,575.6,-0.94,272023
NSE:SOLARA,Solara Active Pharma Sciences Limited,1418.15,1434.3,-1.13,48966
NSE:TV18BRDCST,TV18 Broadcast Limited,47.25,45.65,3.5,24289901
NSE:COCHINSHIP,Cochin Shipyard Limited,371.85,370.8,0.28,227347
NSE:BURGERKING,Burger King India Limited,161.95,162.35,-0.25,1021585
NSE:VARROC,Varroc Engineering Limited,308.75,306.5,0.73,325335
NSE:RALLIS,Rallis India Limited,318.3,313.75,1.45,726067
NSE:ANURAS,Anupam Rasayan India Limited,815.2,813.3,0.23,48908
NSE:KPITTECH,KPIT Technologies Limited,338.7,339.45,-0.22,960153
NSE:FDC,FDC Limited,353.7,354.1,-0.11,93901
NSE:NCC,NCC Limited,81.85,81.5,0.43,3688374
NSE:RAIN,Rain Industries Limited,253.35,239.7,5.69,3661934
NSE:THYROCARE,Thyrocare Technologies Limited,1152.3,1140.95,0.99,57628
NSE:GODFRYPHLP,Godfrey Phillips India Limited,1329.35,1329.95,-0.05,90116
NSE:KEI,KEI Industries Limited,991.3,939.7,5.49,424848
NSE:GPPL,Gujarat Pipavav Port Limited,116.7,113.15,3.14,2100680
NSE:GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,483.9,474.6,1.96,845650
NSE:MASFIN,MAS Financial Services Limited,785.65,799.35,-1.71,86337
NSE:LXCHEM,Laxmi Organic Industries Limited,554,540.75,2.45,1655488
NSE:GESHIP,The Great Eastern Shipping Company Limited,349.25,358.45,-2.57,248231
NSE:PRINCEPIPE,Prince Pipes And Fittings Limited,761.45,747.35,1.89,505671
NSE:WOCKPHARMA,Wockhardt Limited,483.1,490.5,-1.51,312336
NSE:HATHWAY,Hathway Cable & Datacom Limited,26.95,26.85,0.37,5035253
NSE:BALRAMCHIN,Balrampur Chini Mills Limited,394.3,378.1,4.28,2251620
NSE:IFBIND,IFB Industries Limited,1170.8,1168.4,0.21,26846
NSE:NAZARA,Nazara Technologies Limited,2795,2769.2,0.93,96831
NSE:RESPONIND,Responsive Industries Limited,124.35,126.4,-1.62,44805
NSE:KARURVYSYA,Karur Vysya Bank Limited,50.2,49.25,1.93,6996228
NSE:LUXIND,Lux Industries Limited,3748.75,3755.15,-0.17,50452
NSE:ENGINERSIN,Engineers India Limited,79.1,77.85,1.61,2306085
NSE:DELTACORP,Delta Corp Limited,293.55,289.9,1.26,7871360
NSE:MAZDOCK,Mazagon Dock Shipbuilders Limited,271.25,267.7,1.33,653590
NSE:RCF,Rashtriya Chemicals and Fertilizers Limited,83.7,82.9,0.97,1536084
NSE:JSWHL,JSW Holdings Limited,4752.35,4698.1,1.15,1096
NSE:SUZLON,Suzlon Energy Limited,7.35,7.05,4.26,63009269
NSE:KRBL,KRBL Limited,319.55,320.85,-0.41,416966
NSE:MAHLOG,Mahindra Logistics Limited,751.05,752.8,-0.23,71187
NSE:IRCON,Ircon International Limited,48,46.5,3.23,4874425
NSE:SWSOLAR,Sterling And Wilson Solar Limited,443.95,438.55,1.23,2305228
NSE:SOBHA,Sobha Limited,836.6,826.75,1.19,191489
NSE:JUBLINGREA,Jubilant Ingrevia Limited,810,793.1,2.13,2225314
NSE:SUNTECK,Sunteck Realty Limited,505,509.55,-0.89,801117
NSE:MAHSCOOTER,Maharashtra Scooters Limited,4767.95,4751.9,0.34,4301
NSE:RAILTEL,Railtel Corporation Of India Limited,135.35,134.35,0.74,1026577
NSE:CSBBANK,CSB Bank Limited,309.45,319.4,-3.12,264499
NSE:BHARATRAS,Bharat Rasayan Limited,12000,12237.35,-1.94,3345
NSE:STARCEMENT,Star Cement Limited,103,103.9,-0.87,471298
NSE:SUPPETRO,Supreme Petrochem Limited,766.7,744.35,3,111305
NSE:HOMEFIRST,Home First Finance Company India Limited,639.6,657.5,-2.72,95997
NSE:HEMIPROP,Hemisphere Properties India Limited,139.05,140.85,-1.28,867262
NSE:SPANDANA,Spandana Sphoorty Financial Limited,548.7,551.45,-0.5,41214
NSE:AGCNET,AGC Networks Limited,997.45,995.4,0.21,6800
NSE:INDOSTAR,IndoStar Capital Finance Limited,286.25,284.15,0.74,88937
NSE:ADVENZYMES,Advanced Enzyme Technologies Limited,396.35,393.25,0.79,238533
NSE:SUPRAJIT,Suprajit Engineering Limited,394.35,380.25,3.71,327335
NSE:ECLERX,eClerx Services Limited,2275,2300.1,-1.09,41062
NSE:BAJAJCON,Bajaj Consumer Care Limited,257.35,259.55,-0.85,699739
NSE:IRB,IRB Infrastructure Developers Limited,215.8,211.9,1.84,5142019
NSE:NETWORK18,Network18 Media & Investments Limited,84.4,78.75,7.17,10582317
NSE:FACT,Fertilizers and Chemicals Travancore Limited,126.85,127.2,-0.28,72199
NSE:SPARC,Sun Pharma Advanced Research Company Limited,297.6,293.7,1.33,766744
NSE:NESCO,Nesco Limited,664.25,667,-0.41,83609
NSE:IBREALEST,Indiabulls Real Estate Limited,175.35,164.1,6.86,25931291
NSE:TASTYBITE,Tasty Bite Eatables Limited,17878,18020.4,-0.79,1561
NSE:TCIEXP,TCI Express Limited,1620.8,1600.55,1.27,108987
NSE:GULFOILLUB,Gulf Oil Lubricants India Limited,599.3,593.8,0.93,46573
NSE:WELCORP,Welspun Corp Limited,149.25,147.7,1.05,1752717
NSE:HGS,Hinduja Global Solutions Limited,2850,2845.05,0.17,21769
NSE:SUDARSCHEM,Sudarshan Chemical Industries Limited,660.5,664,-0.53,151440
NSE:MOIL,MOIL Limited,172.6,168.9,2.19,717736
NSE:PRAJIND,Praj Industries Limited,336,338.1,-0.62,211928
NSE:TATASTLLP,Tata Steel Long Products Limited,969.05,954.1,1.57,71396
NSE:TECHNOE,Techno Electric & Engineering Company Limited,274.8,273.65,0.42,116633
NSE:PAISALO,Paisalo Digital Limited,1091.2,1093.65,-0.22,180092
NSE:PRIVISCL,Privi Speciality Chemicals Limited,1938,1965.3,-1.39,14847
NSE:MIDHANI,Mishra Dhatu Nigam Limited,201.3,200.2,0.55,815078
NSE:SWANENERGY,Swan Energy Limited,132.5,131.5,0.76,61505
NSE:ITDC,India Tourism Development Corporation Limited,432,421.2,2.56,217591
NSE:JSL,Jindal Stainless Limited,186.65,172.05,8.49,3610627
NSE:TRITURBINE,Triveni Turbine Limited,165.25,168.55,-1.96,332234
NSE:PHILIPCARB,Phillips Carbon Black Limited,251,249.95,0.42,1062591
NSE:JINDALPOLY,Jindal Poly Films Limited,1047.8,1019.7,2.76,244476
NSE:GSFC,Gujarat State Fertilizers & Chemicals Limited,134.8,136.2,-1.03,2495454
NSE:KSCL,Kaveri Seed Company Limited,554.8,554.45,0.06,97695
NSE:IOLCP,IOL Chemicals and Pharmaceuticals Limited,610.55,608.55,0.33,552899
NSE:HFCL,HFCL Limited,79.95,78.95,1.27,7733702
NSE:DHANUKA,Dhanuka Agritech Limited,826.5,825.1,0.17,28817
NSE:INOXLEISUR,INOX Leisure Limited,414.9,415.4,-0.12,438767
NSE:BORORENEW,BOROSIL RENEWABLES LIMITED,475.4,452.8,4.99,360644
NSE:DCBBANK,DCB Bank Limited,97.5,93.25,4.56,4002778
NSE:ICRA,ICRA Limited,3706.95,3575.35,3.68,11139
NSE:MTARTECH,Mtar Technologies Limited,1731.45,1700.7,1.81,307955
NSE:KSB,Ksb Limited,1309,1319.85,-0.82,17903
NSE:TCNSBRANDS,TCNS Clothing Co. Limited,673,656.2,2.56,34680
NSE:CCL,CCL Products (India) Limited,406.35,411.05,-1.14,168009
NSE:MASTEK,Mastek Limited,3308,3225.85,2.55,127437
NSE:CAPLIPOINT,Caplin Point Laboratories Limited,915.75,907.8,0.88,191055
NSE:ALLCARGO,Allcargo Logistics Limited,280.75,288.25,-2.6,546918
NSE:CHALET,Chalet Hotels Limited,265.5,253.95,4.55,758791
NSE:CRAFTSMAN,Craftsman Automation Limited,2533.55,2385.8,6.19,109186
NSE:EQUITAS,Equitas Holdings Limited,133.35,135.2,-1.37,707453
NSE:GET&D,GE T&D India Limited,133.15,133.5,-0.26,55855
NSE:MAGMA,Magma Fincorp Limited,NaN,NaN,NaN,NaN
NSE:MEGH,Meghmani Organics Limited,NaN,NaN,NaN,NaN
NSE:GREAVESCOT,Greaves Cotton Limited,139.55,140.3,-0.53,887048
NSE:JSLHISAR,Jindal Stainless (Hisar) Limited,333.75,319.65,4.41,649607
NSE:GAEL,Gujarat Ambuja Exports Limited,180.35,177.45,1.63,441785
NSE:LEMONTREE,Lemon Tree Hotels Limited,54.95,54.9,0.09,7822348
NSE:MAHLIFE,Mahindra Lifespace Developers Limited,279.8,274.15,2.06,198946
NSE:NILKAMAL,Nilkamal Limited,2650,2677.55,-1.03,14931
NSE:SURYODAY,Suryoday Small Finance Bank Limited,185.2,187.3,-1.12,85246
NSE:NOCIL,NOCIL Limited,307.55,307.4,0.05,620101
NSE:ASHOKA,Ashoka Buildcon Limited,120.45,116.95,2.99,2965559
NSE:MHRIL,Mahindra Holidays & Resorts India Limited,245.35,242.8,1.05,360860
NSE:SAREGAMA,Saregama India Limited,4338.8,4337.5,0.03,9485
NSE:TTML,Tata Teleservices (Maharashtra) Limited,55.65,53,5,5652814
NSE:ESABINDIA,Esab India Limited,2437,2423,0.58,4846
NSE:UFLEX,UFLEX Limited,631.4,629.5,0.3,557932
NSE:SHILPAMED,Shilpa Medicare Limited,623.95,638.95,-2.35,455791
NSE:ORIENTREF,Orient Refractories Limited,NaN,NaN,NaN,NaN
NSE:POLYPLEX,Polyplex Corporation Limited,1910.35,1834.95,4.11,208714
NSE:JAMNAAUTO,Jamna Auto Industries Limited,99.15,98.9,0.25,1692522
NSE:JKTYRE,JK Tyre & Industries Limited,159.15,151.7,4.91,4018443
NSE:NEULANDLAB,Neuland Laboratories Limited,1732.25,1823.4,-5,36713
NSE:NFL,National Fertilizers Limited,59.2,59.35,-0.25,724606
NSE:INDOCO,Indoco Remedies Limited,479.6,463.05,3.57,659895
NSE:ALEMBICLTD,Alembic Limited,113.35,113.4,-0.04,173357
NSE:ICIL,Indo Count Industries Limited,290.75,290.9,-0.05,259926
NSE:SHARDACROP,Sharda Cropchem Limited,317.65,318.95,-0.41,80713
NSE:TATAMETALI,Tata Metaliks Limited,1092.6,1076.6,1.49,118627
NSE:BSE,BSE Limited,1405.65,1396.65,0.64,357048
NSE:UJJIVAN,Ujjivan Financial Services Limited,163.95,161.45,1.55,671976
NSE:JKPAPER,JK Paper Limited,251.5,251.05,0.18,964971
NSE:GPIL,Godawari Power And Ispat limited,1424.5,1356.7,5,67241
NSE:GUJALKALI,Gujarat Alkalies and Chemicals Limited,821.55,823.55,-0.24,665066
NSE:HERANBA,Heranba Industries Limited,775.5,782.25,-0.86,180856
NSE:LAOPALA,La Opala RG Limited,309.1,307.5,0.52,80078
NSE:RUPA,Rupa & Company Limited,488.05,491.3,-0.66,142599
NSE:RAYMOND,Raymond Limited,477.3,461.75,3.37,1097801
NSE:MINDACORP,Minda Corporation Limited,133.2,133.25,-0.04,226438
NSE:HCG,Healthcare Global Enterprises Limited,254.65,255.95,-0.51,135179
NSE:ANGELBRKG,Angel Broking Limited,1603.1,1637,-2.07,517297
NSE:JINDALSAW,Jindal Saw Limited,125.55,121.85,3.04,2758285
NSE:KIRLOSENG,Kirloskar Oil Engines Limited,221.75,208.95,6.13,425351
NSE:SHOPERSTOP,Shoppers Stop Limited,279,277.8,0.43,105366
NSE:DEN,Den Networks Limited,54.35,53.3,1.97,2976735
NSE:DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,443,421,5.23,1234386
NSE:BEPL,Bhansali Engineering Polymers Limited,198.95,201.15,-1.09,1045889
NSE:FRETAIL,Future Retail Limited,54,56.15,-3.83,2380748
NSE:PTC,PTC India Limited,133.65,133.4,0.19,1207627
NSE:HIL,HIL Limited,5228,5195.25,0.63,7792
NSE:IFCI,IFCI Limited,14.1,13.9,1.44,6960887
NSE:RELIGARE,Religare Enterprises Limited,171.5,172.2,-0.41,1781843
NSE:GREENLAM,Greenlam Industries Limited,1400,1404.1,-0.29,2787
NSE:SCHNEIDER,Schneider Electric Infrastructure Limited,122.35,119.75,2.17,1270975
NSE:EASEMYTRIP,Easy Trip Planners Limited,585.25,578.05,1.25,156581
NSE:TATACOFFEE,Tata Coffee Limited,233.5,230.45,1.32,3840980
NSE:JPPOWER,Jaiprakash Power Ventures Limited,5.35,5.45,-1.83,75145435
NSE:RAMCOIND,Ramco Industries Limited,300.85,298.15,0.91,108560
NSE:GDL,Gateway Distriparks Limited,279.95,288.3,-2.9,349997
NSE:BALMLAWRIE,Balmer Lawrie & Company Limited,133.15,130.6,1.95,513875
NSE:MATRIMONY,Matrimony.Com Limited,1003,1010.7,-0.76,38891
NSE:VENKEYS,Venky's (India) Limited,3125.65,3183.4,-1.81,78900
NSE:UNICHEMLAB,Unichem Laboratories Limited,261.1,264.25,-1.19,47631
NSE:GHCL,GHCL Limited,469.65,458.35,2.47,249589
NSE:INGERRAND,Ingersoll Rand (India) Limited,1185,1175,0.85,81473
NSE:SUVIDHAA,Suvidhaa Infoserve Limited,16,16.1,-0.62,558947
NSE:GRSE,Garden Reach Shipbuilders & Engineers Limited,227.5,220.95,2.96,591117
NSE:HUHTAMAKI,Huhtamaki India Limited,265.4,263.95,0.55,38819
NSE:REPCOHOME,Repco Home Finance Limited,318.4,324.15,-1.77,110019
NSE:MSTCLTD,Mstc Limited,514.5,459.1,12.07,5932056
NSE:VRLLOG,VRL Logistics Limited,384.2,385.05,-0.22,163933
NSE:GREENPLY,Greenply Industries Limited,207.5,195.45,6.17,1429959
NSE:JTEKTINDIA,Jtekt India Limited,108.3,109.2,-0.82,150164
NSE:MARKSANS,Marksans Pharma Limited,69.3,70,-1,1190226
NSE:TRIVENI,Triveni Engineering & Industries Limited,213.3,201.2,6.01,2123766
NSE:ATFL,Agro Tech Foods Limited,1047.4,1040.2,0.69,13058
NSE:SUBROS,Subros Limited,360.1,361.65,-0.43,40867
NSE:NEOGEN,Neogen Chemicals Limited,1289.7,1250.1,3.17,137123
NSE:AHLUCONT,Ahluwalia Contracts (India) Limited,360.25,358.2,0.57,90468
NSE:ORIENTCEM,Orient Cement Limited,161,162.25,-0.77,622529
NSE:SUBEXLTD,Subex Limited,NaN,NaN,NaN,NaN
NSE:JBMA,JBM Auto Limited,623,631.95,-1.42,80562
NSE:BANARISUG,Bannari Amman Sugars Limited,2418.3,2381.85,1.53,3324
NSE:NEWGEN,Newgen Software Technologies Limited,609.45,602.7,1.12,79906
NSE:BECTORFOOD,Mrs. Bectors Food Specialities Limited,420.1,425,-1.15,179018
NSE:TCI,Transport Corporation of India Limited,473.25,471.55,0.36,70905
NSE:OAL,Oriental Aromatics Limited,904,904.1,-0.01,14341
NSE:ASTEC,Astec LifeSciences Limited,1294,1284.7,0.72,10329
NSE:GREENPANEL,Greenpanel Industries Limited,345.7,348.9,-0.92,133521
NSE:SHIL,Somany Home Innovation Limited,446.4,425.15,5,57332
NSE:NIITLTD,NIIT Limited,356.7,346.95,2.81,680492
NSE:EVEREADY,Eveready Industries India Limited,377.4,384.55,-1.86,305892
NSE:VESUVIUS,Vesuvius India Limited,1191.15,1193.8,-0.22,3997
NSE:RENUKA,Shree Renuka Sugars Limited,31.2,29.75,4.87,7433001
NSE:HGINFRA,H.G. Infra Engineering Limited,744.45,702.35,5.99,299167
NSE:GEPIL,GE Power India Limited,328.15,324.2,1.22,142400
NSE:BOROLTD,Borosil Limited,306.4,276.2,10.93,2950298
NSE:KIRLOSBROS,Kirloskar Brothers Limited,392,403.15,-2.77,22380
NSE:KTKBANK,The Karnataka Bank Limited,74.2,71.35,3.99,4641890
NSE:SURYAROSNI,Surya Roshni Limited,690,704.8,-2.1,75546
NSE:DAAWAT,LT Foods Limited,72.65,73.6,-1.29,1184861
NSE:MAYURUNIQ,Mayur Uniquoters Ltd,478.45,478.15,0.06,53674
NSE:THOMASCOOK,Thomas Cook (India) Limited,80.95,80.6,0.43,912329
NSE:MAHSEAMLES,Maharashtra Seamless Limited,509.5,487.5,4.51,903051
NSE:NAVNETEDUL,Navneet Education Limited,112.6,115.35,-2.38,191637
NSE:DFMFOODS,DFM Foods Limited,342.6,339.45,0.93,84104
NSE:J&KBANK,The Jammu & Kashmir Bank Limited,40.55,38.95,4.11,9636602
NSE:APARINDS,Apar Industries Limited,714.8,696.2,2.67,77494
NSE:SOMANYCERA,Somany Ceramics Limited,834.05,834.3,-0.03,5269
NSE:CAMLINFINE,Camlin Fine Sciences Limited,185.05,187.6,-1.36,230059
NSE:ADFFOODS,ADF Foods Limited,968,958.3,1.01,63543
NSE:OLECTRA,Olectra Greentech Limited,572,568.15,0.68,190380
NSE:SHRIPISTON,Shriram Pistons & Rings Limited,944,905,4.31,188
NSE:HIKAL,Hikal Limited,535.95,522.75,2.53,435448
NSE:GMDCLTD,Gujarat Mineral Development Corporation Limited,77.7,78.05,-0.45,1491438
NSE:ACE,Action Construction Equipment Limited,260.2,260.2,0,349785
NSE:PILANIINVS,Pilani Investment and Industries Corporation Limited,1988.1,2012.05,-1.19,16627
NSE:HSCL,Himadri Speciality Chemical Limited,52.05,50.65,2.76,8257561
NSE:PDSMFL,PDS Multinational Fashions Limited,1391.8,1276.2,9.06,13722
NSE:KOLTEPATIL,Kolte - Patil Developers Limited,326.9,326.1,0.25,432425
NSE:PFOCUS,Prime Focus Limited,91.65,87.3,4.98,71595
NSE:DCAL,Dishman Carbogen Amcis Limited,232.9,227.95,2.17,633988
NSE:ARVIND,Arvind Limited,130.65,120.4,8.51,6544716
NSE:DISHTV,Dish TV India Limited,18.05,19,-5,6891164
NSE:JPASSOCIAT,Jaiprakash Associates Limited,9.65,9.8,-1.53,8838968
NSE:TINPLATE,The Tinplate Company of India Limited,337.25,333.35,1.17,685744
NSE:SAGCEM,Sagar Cements Limited,NaN,NaN,NaN,NaN
NSE:RKFORGE,Ramkrishna Forgings Limited,1203.8,1163.35,3.48,256001
NSE:PSPPROJECT,PSP Projects Limited,526.8,530.85,-0.76,399864
NSE:PURVA,Puravankara Limited,141,136.9,2.99,506102
NSE:AMRUTANJAN,Amrutanjan Health Care Limited,965.8,907.65,6.41,380728
NSE:JAGRAN,Jagran Prakashan Limited,64.6,62.05,4.11,375049
NSE:INEOSSTYRO,INEOS Styrolution India Limited,1823,1572.65,15.92,394390
NSE:HESTERBIO,Hester Biosciences Limited,2521.2,2520.45,0.03,21761
NSE:RAMCOSYS,Ramco Systems Limited,477,472.05,1.05,174067
NSE:WELENT,Welspun Enterprises Limited,100.3,101.45,-1.13,190199
NSE:ANANTRAJ,Anant Raj Limited,72.8,73.2,-0.55,136610
NSE:AUTOAXLES,Automotive Axles Limited,1364,1349.9,1.04,54877
NSE:WSTCSTPAPR,West Coast Paper Mills Limited,272.5,275.75,-1.18,126955
